"","County","totpop","medage","totpoprace","totpopwhite","totpopeduc","bachdegree","medincome","perc.white","perc.bachdegree","year","coal.prod.by.year","year.peak.prod","sum.coal.prod"
"230","Schuylkill",148228,43.2,148228,140301,107713,9801,21681,94.6521574871144,6.61211107213212,2010,2789010,2004.25995002268,80374465
"231","Somerset",77626,44.2,77626,74594,56777,4884,20976,96.0940921856079,6.29170638703527,2010,1470380,2004.01647133705,44044269
"232","Washington",207875,43.3,207875,195619,146517,24441,24525,94.1041491280818,11.7575466025256,2010,308149,2000.24139447007,10426900
"233","Westmoreland",365012,45.3,365012,348232,265034,44564,24602,95.402890863862,12.2089136795503,2010,344588,2000.44483438831,12280685
"234","York",435490,40.2,435490,385017,297234,42017,28539,88.4100668212818,9.64821235849273,2010,NA,NA,NA
"235","Adams",101434,42,101434,93533,69580,8451,25565,92.2106985823294,8.33152591833113,2011,NA,NA,NA
"236","Allegheny",1227066,41.1,1227066,997533,865578,175197,26477,81.2941602163209,14.2777161130697,2011,162974,1998.74220226086,3432854
"237","Armstrong",68568,44.9,68568,67300,49981,4897,25112,98.1507408703769,7.14181542410454,2011,844159,2001.3255563187,31591514
"238","Beaver",170414,44.3,170414,155057,121954,17388,25193,90.9884164446583,10.2033870456653,2011,54290,2001.621837518,1584594
"239","Berks",412778,39.6,412778,345850,273190,41917,26340,83.7859575849488,10.1548532140763,2011,NA,NA,NA
"240","Blair",127099,42.4,127099,122334,89065,10976,22467,96.2509539807552,8.63578785041582,2011,54494,2001.19523514592,595779
"241","Bucks",626854,42.3,626854,560721,437857,94130,34423,89.4500154740976,15.0162557788576,2011,NA,NA,NA
"242","Butler",184848,41.6,184848,178447,127215,27821,28155,96.5371548515537,15.0507443953951,2011,162910,1997.42729691212,6959278
"243","Cambria",143728,43.9,143728,134522,101750,11841,21281,93.594845819882,8.23847823666926,2011,659054,2003.98430337814,17956284
"244","Carbon",65154,44.4,0,0,46429,5217,22183,0,8.00718298185837,2011,40282,2014.70892443327,917851
"245","Centre",154722,29.1,154722,138082,85168,17970,20585,89.2452269231266,11.6143793384263,2011,54071,1994.8696511248,2543689
"246","Chester",503897,39.6,503897,441438,335337,93321,36895,87.6048081254701,18.5198562404618,2011,NA,NA,NA
"247","Clearfield",81445,44.1,81445,77686,59362,5665,21300,95.3846153846154,6.95561421818405,2011,2116570,2003.53912402734,59160819
"248","Columbia",67476,40.1,67476,64466,43715,5038,21208,95.5391546623985,7.46635840891576,2011,156404,2001.39014480495,5428751
"249","Crawford",88740,41.9,88740,85004,60590,7579,19645,95.7899481631733,8.54068064007212,2011,NA,NA,NA
"250","Cumberland",237892,40.8,237892,215368,162955,32761,29836,90.5318379768971,13.7713752459099,2011,NA,NA,NA
"251","Dauphin",268977,39.7,268977,195405,184320,31221,28362,72.6474754347026,11.6073121493659,2011,58613,2006.48859888947,2611193
"252","Delaware",559494,38.8,559494,404391,371863,75489,31637,72.2779868953018,13.4923698913661,2011,NA,NA,NA
"253","Erie",280985,38.8,280985,248204,184434,27954,22241,88.3335409363489,9.94857376728295,2011,NA,NA,NA
"254","Fayette",136097,43.7,136097,126922,98763,9211,20004,93.2584847571952,6.76796696473839,2011,471181,1999.99593369558,15980112
"255","Franklin",150811,40.7,150811,140215,103864,12043,26305,92.9739873086181,7.98549177447268,2011,NA,NA,NA
"256","Indiana",89298,38.1,89298,84310,56643,8284,20328,94.414208604896,9.27680351183677,2011,1623608,2004.09677169248,40137626
"257","Lackawanna",214166,41.6,214166,198909,149552,24299,22633,92.876086773811,11.3458718937647,2011,54168,2001.89810822662,1993262
"258","Lancaster",523594,38.2,523594,470337,343975,50038,25944,89.8285694641268,9.55664121437602,2011,NA,NA,NA
"259","Lawrence",90535,43.3,90535,84421,63986,8624,22862,93.2468106257249,9.5255978350914,2011,NA,NA,NA
"260","Lebanon",134311,40.6,134311,119571,92164,10697,26635,89.0254707358295,7.96435139340784,2011,NA,NA,NA
"261","Lehigh",352947,39,352947,291574,238951,37399,25399,82.6112702473743,10.5962084958932,2011,NA,NA,NA
"262","Luzerne",320651,42.7,320651,293922,226610,30038,23350,91.6641457534828,9.36781734658554,2011,638612,2006.54014366724,17569907
"263","Lycoming",116747,42.2,116747,107843,80444,9739,21932,92.3732515610679,8.34197024334672,2011,54393,2005.74094306558,1731905
"264","Mercer",116205,43.4,116205,106188,80659,11070,22125,91.3798889892862,9.52626823286434,2011,54786,2000.35184198511,1522135
"265","Monroe",169882,40.2,169882,134798,112483,14762,22118,79.3480180360486,8.68956098939264,2011,NA,NA,NA
"266","Montgomery",804210,40.7,804210,661113,560437,143907,37087,82.2065132241579,17.8942067370463,2011,80564,2010.24444444444,1812690
"267","Northampton",298476,41.6,298476,261914,204521,34233,26335,87.7504388962597,11.4692638604109,2011,NA,NA,NA
"268","Northumberland",94558,42.9,94558,88547,68205,6989,22930,93.643055056156,7.39123077899279,2011,514328,2004.80819566612,18758158
"269","Philadelphia",1536471,33.4,1536471,643228,992547,137486,20648,41.8639857179211,8.94816758663196,2011,NA,NA,NA
"270","Schuylkill",147513,43.9,147513,139772,108149,11091,25225,94.7523269135602,7.5186593723943,2011,2773420,2004.25995002268,80374465
"271","Somerset",77405,45.1,77405,74500,56962,5005,20604,96.2470124668949,6.46599056908468,2011,1479263,2004.01647133705,44044269
"272","Washington",208282,43.9,208282,196413,146951,25016,26198,94.3014758836577,12.0106394215535,2011,257488,2000.24139447007,10426900
"273","Westmoreland",364471,45.5,364471,346928,265731,44949,24457,95.1867226747807,12.3326684427568,2011,351480,2000.44483438831,12280685
"274","York",436770,40.3,436770,383691,299195,42789,27984,87.8473796277217,9.79668933305859,2011,NA,NA,NA
"275","Adams",101482,42.3,101482,93732,69168,8638,26292,92.3631777063913,8.51185431899253,2012,NA,NA,NA
"276","Allegheny",1229338,41,1229338,997613,871384,188026,28405,81.1504240493664,15.2948985551573,2012,120017,1998.74220226086,3432854
"277","Armstrong",68409,45.5,0,0,50003,5822,23179,0,8.51057609378883,2012,852621,2001.3255563187,31591514
"278","Beaver",170245,44.8,170245,154812,122708,17924,26419,90.9348292167171,10.528356192546,2012,55394,2001.621837518,1584594
"279","Berks",413491,39.7,413491,355172,274513,38661,26013,85.8959445308362,9.34990120703957,2012,80564,2008.06666666667,1208460
"280","Blair",127121,42.6,127121,122217,89086,9900,22338,96.142258163482,7.78785566507501,2012,55524,2001.19523514592,595779
"281","Bucks",627053,42.5,627053,560904,439920,100003,34349,89.4508119728316,15.9480937018083,2012,NA,NA,NA
"282","Butler",184970,42.3,184970,178451,127213,25011,27465,96.4756446991404,13.5216521598097,2012,110828,1997.42729691212,6959278
"283","Cambria",141584,44.1,141584,132895,100802,12446,21986,93.8630071194485,8.79054130410216,2012,592253,2003.98430337814,17956284
"284","Carbon",65006,45.5,0,0,47830,3888,25319,0,5.98098637048888,2012,40282,2014.70892443327,917851
"285","Centre",155171,29.3,155171,137936,87461,17811,22307,88.8928988019669,11.4783045801084,2012,55192,1994.8696511248,2543689
"286","Chester",506575,40,506575,439939,338468,101219,37252,86.8457780190495,19.9810492029808,2012,NA,NA,NA
"287","Clearfield",81184,43.5,81184,77287,58603,5186,21430,95.1997930626724,6.38795821836815,2012,2323234,2003.53912402734,59160819
"288","Columbia",66887,40.4,0,0,43576,5961,24912,0,8.91204568899786,2012,93589,2001.39014480495,5428751
"289","Crawford",87598,42.3,87598,84032,59566,7252,21219,95.9291308020731,8.27872782483618,2012,NA,NA,NA
"290","Cumberland",238614,41.3,238614,214171,165316,31784,29158,89.7562590627541,13.3202578222569,2012,NA,NA,NA
"291","Dauphin",269665,39.7,269665,195620,185433,31840,29571,72.5418574898485,11.8072423191738,2012,88421,2006.48859888947,2611193
"292","Delaware",561098,39.1,561098,402719,373658,76640,31106,71.7733800512566,13.6589330206132,2012,NA,NA,NA
"293","Erie",280646,38.5,280646,245770,185586,30515,23193,87.5729566785203,10.8731284251334,2012,NA,NA,NA
"294","Fayette",135660,44.1,135660,126083,97956,9124,21685,92.9404393336282,6.72563762347044,2012,359412,1999.99593369558,15980112
"295","Franklin",151275,39.8,151275,140927,103491,13377,27573,93.1594777722691,8.8428358948934,2012,NA,NA,NA
"296","Indiana",88218,39.2,88218,83344,56471,7223,19847,94.4750504432202,8.18767145027092,2012,1659510,2004.09677169248,40137626
"297","Lackawanna",214477,42,214477,200007,149136,23441,23230,93.2533558376889,10.9293770427598,2012,18723,2001.89810822662,1993262
"298","Lancaster",526823,38.5,526823,466457,347124,57404,27633,88.5415025539887,10.8962592749367,2012,NA,NA,NA
"299","Lawrence",89871,44.4,89871,84227,63967,9189,24067,93.7198873941538,10.2246553393197,2012,NA,NA,NA
"300","Lebanon",135251,41,135251,119399,92821,10727,27088,88.2795690974558,7.93117980643396,2012,NA,NA,NA
"301","Lehigh",355245,39.6,355245,284205,241563,42503,26502,80.0025334628214,11.9644189221523,2012,NA,NA,NA
"302","Luzerne",321027,43.1,321027,290631,227003,28816,23090,90.5316375258156,8.97619203369187,2012,697423,2006.54014366724,17569907
"303","Lycoming",117168,41.3,117168,107783,80310,9673,24758,91.9901338249351,8.25566707633484,2012,55363,2005.74094306558,1731905
"304","Mercer",115655,43.4,115655,105881,80369,11164,21655,91.5490035017941,9.65284682893087,2012,55946,2000.35184198511,1522135
"305","Monroe",168798,41.2,168798,134373,113419,14982,25054,79.6058010165997,8.87569757935521,2012,NA,NA,NA
"306","Montgomery",808460,41,808460,660078,564697,147752,37177,81.6463399549761,18.2757341117681,2012,80564,2010.24444444444,1812690
"307","Northampton",299267,41.6,299267,259233,204478,31868,27405,86.622648003288,10.6486849535699,2012,NA,NA,NA
"308","Northumberland",94428,43.8,94428,89254,68537,6903,22717,94.5206930147837,7.31033168128098,2012,687507,2004.80819566612,18758158
"309","Philadelphia",1547607,33.6,1547607,637549,1004571,140936,21038,41.1957945395698,9.10670473834766,2012,NA,NA,NA
"310","Schuylkill",147063,43.7,147063,139224,107830,9050,23625,94.6696313824687,6.15382523136343,2012,2562948,2004.25995002268,80374465
"311","Somerset",76957,45.2,76957,73818,57008,5115,21809,95.9210987954312,6.64656886313136,2012,1429583,2004.01647133705,44044269
"312","Washington",208716,44,208716,196349,148353,25408,27464,94.0747235477874,12.1734797523908,2012,221915,2000.24139447007,10426900
"313","Westmoreland",363395,45.7,363395,345272,264558,44938,25815,95.0128647890037,12.3661580373973,2012,319109,2000.44483438831,12280685
"314","York",437846,40.6,437846,390175,300874,42079,28679,89.112381979052,9.61045664457366,2012,NA,NA,NA
"315","Adams",101546,42.6,101546,93557,69710,9485,26889,92.1326295472003,9.34059441041498,2013,NA,NA,NA
"316","Allegheny",1231527,40.8,1231527,999483,878367,199871,28839,81.1580257680099,16.229526433444,2013,89703,1998.74220226086,3432854
"317","Armstrong",68107,45.7,0,0,49657,5104,22995,0,7.49409018162597,2013,771279,2001.3255563187,31591514
"318","Beaver",170115,45,170115,155039,122624,21289,26470,91.1377597507568,12.5144755018664,2013,56229,2001.621837518,1584594
"319","Berks",413521,39.9,413521,342426,276946,39593,27801,82.8074027679368,9.57460443363215,2013,80564,2008.06666666667,1208460
"320","Blair",126314,43.1,0,0,88463,12498,22596,0,9.89439017052742,2013,24064,2001.19523514592,595779
"321","Bucks",626976,42.6,626976,558137,441722,101025,34287,89.0204728729648,16.1130569591181,2013,NA,NA,NA
"322","Butler",185476,43,185476,178509,129688,27267,29204,96.2437188638961,14.7010934029201,2013,113053,1997.42729691212,6959278
"323","Cambria",140499,44.4,140499,131551,100487,11808,22878,93.6312713969494,8.40433027993082,2013,599618,2003.98430337814,17956284
"324","Carbon",64786,45,64786,62093,46896,4396,22593,95.843237736548,6.78541660235236,2013,50919,2014.70892443327,917851
"325","Centre",155403,30.2,155403,138848,88524,18590,23619,89.347052502204,11.9624460274255,2013,56128,1994.8696511248,2543689
"326","Chester",509468,40.3,509468,442682,342835,100511,36968,86.8910314288631,19.7286188730205,2013,NA,NA,NA
"327","Clearfield",81174,43.4,81174,77409,59199,6482,20681,95.3618153595979,7.98531549510927,2013,1979594,2003.53912402734,59160819
"328","Columbia",66797,39.7,0,0,43880,5854,23213,0,8.7638666407174,2013,64418,2001.39014480495,5428751
"329","Crawford",87376,42.4,87376,83856,59968,6966,22325,95.9714338033327,7.97244094488189,2013,NA,NA,NA
"330","Cumberland",241212,40.8,241212,217130,167271,32612,30127,90.0162512644479,13.5200570452548,2013,NA,NA,NA
"331","Dauphin",270937,39.2,270937,194691,186352,32730,30513,71.8584025068558,12.0802991101252,2013,89422,2006.48859888947,2611193
"332","Delaware",561973,38.7,561973,397293,376182,80649,31603,70.6961010582359,14.3510453349182,2013,NA,NA,NA
"333","Erie",280294,38.7,280294,246992,188007,33614,22950,88.1189037225199,11.9924079716298,2013,NA,NA,NA
"334","Fayette",134999,44.1,0,0,97779,9366,21001,0,6.93782916910496,2013,293305,1999.99593369558,15980112
"335","Franklin",152085,41,152085,141912,104821,12270,30505,93.3109774139461,8.06785679061051,2013,NA,NA,NA
"336","Indiana",87745,39.8,87745,83133,56320,7700,21485,94.7438600490056,8.77542879936179,2013,1590428,2004.09677169248,40137626
"337","Lackawanna",213931,42,213931,199502,149643,24751,23614,93.2553019431499,11.5696182413956,2013,87986,2001.89810822662,1993262
"338","Lancaster",529600,38.7,529600,467534,350457,60413,27532,88.2805891238671,11.4072885196375,2013,NA,NA,NA
"339","Lawrence",89333,44.7,0,0,63921,7626,23480,0,8.53659901716051,2013,NA,NA,NA
"340","Lebanon",135486,41.5,135486,118941,92737,11403,28452,87.7884061821886,8.41636774279261,2013,NA,NA,NA
"341","Lehigh",355092,40,355092,278577,242124,42865,27268,78.4520631273022,12.0715194935397,2013,NA,NA,NA
"342","Luzerne",320103,43,320103,287688,226709,32049,24435,89.8735719440305,10.0120898585768,2013,606729,2006.54014366724,17569907
"343","Lycoming",116754,40.5,116754,107718,80652,9498,22298,92.2606505986947,8.13505318875585,2013,47735,2005.74094306558,1731905
"344","Mercer",115195,43.9,115195,105171,80250,10086,22995,91.2982334302704,8.75558835018881,2013,56467,2000.35184198511,1522135
"345","Monroe",167148,42,167148,129382,111564,16241,25686,77.4056524756503,9.71653863641802,2013,NA,NA,NA
"346","Montgomery",812376,41.2,812376,658855,567631,146908,37003,81.1022236008942,18.0837444730026,2013,80564,2010.24444444444,1812690
"347","Northampton",299791,41.6,299791,255929,207455,36786,28973,85.3691405012158,12.2705484821092,2013,NA,NA,NA
"348","Northumberland",94076,43.8,94076,89837,68014,6180,23651,95.4940686253667,6.56915685190697,2013,705653,2004.80819566612,18758158
"349","Philadelphia",1553165,33.7,1553165,646435,1023920,151612,21944,41.6204975002656,9.76148702810069,2013,NA,NA,NA
"350","Schuylkill",146920,43.8,146920,138620,106757,10448,24293,94.350667029676,7.11135311734277,2013,2497222,2004.25995002268,80374465
"351","Somerset",76520,45.5,76520,73228,56934,6216,22556,95.697856769472,8.12336644014637,2013,1607233,2004.01647133705,44044269
"352","Washington",208206,44.3,208206,195736,148289,26309,27352,94.0107393638992,12.636043149573,2013,225438,2000.24139447007,10426900
"353","Westmoreland",362437,46.1,362437,343870,264154,45112,26812,94.8771786544972,12.4468528323543,2013,353209,2000.44483438831,12280685
"354","York",438965,40.8,438965,391637,302075,43657,28152,89.2182748055084,9.94543984144522,2013,NA,NA,NA
"355","Adams",101714,43.4,101714,93140,70914,9065,28782,91.570481939556,8.91224413551723,2014,NA,NA,NA
"356","Allegheny",1231255,41,1231255,991681,882507,196736,29585,80.5422922140418,15.9784934883513,2014,70689,1998.74220226086,3432854
"357","Armstrong",67785,45.6,0,0,49328,4696,25092,0,6.92778638341816,2014,716496,2001.3255563187,31591514
"358","Beaver",169392,44.9,169392,153447,122786,18922,26698,90.5869226409748,11.1705393407009,2014,57120,2001.621837518,1584594
"359","Berks",413691,40.1,413691,338562,278679,42790,27220,81.839343858097,10.3434689176221,2014,80564,2008.06666666667,1208460
"360","Blair",125955,43.1,125955,120874,89091,11513,23015,95.9660196101783,9.14056607518558,2014,56964,2001.19523514592,595779
"361","Bucks",626685,43.5,626685,557246,442281,100079,36683,88.9196326703208,15.9695859961544,2014,NA,NA,NA
"362","Butler",185943,43,185943,179091,130511,28449,31250,96.3149997579903,15.2998499540182,2014,57386,1997.42729691212,6959278
"363","Cambria",137732,44.9,137732,129271,98582,12043,23239,93.8569105218831,8.74379229227776,2014,538121,2003.98430337814,17956284
"364","Carbon",64441,44.9,0,0,46796,3934,25256,0,6.10480905013889,2014,61823,2014.70892443327,917851
"365","Centre",158742,30.5,158742,139355,93236,19297,23712,87.7871010822593,12.1562031472452,2014,57530,1994.8696511248,2543689
"366","Chester",512784,40.6,512784,438415,346408,100481,39118,85.497012387282,19.5951901775406,2014,NA,NA,NA
"367","Clearfield",81191,44.1,81191,77095,59738,4654,20795,94.9551058614871,5.73216243179663,2014,2073568,2003.53912402734,59160819
"368","Columbia",67122,39.9,67122,63360,44096,6612,23954,94.3952802359882,9.85071958523286,2014,125900,2001.39014480495,5428751
"369","Crawford",87175,42.5,87175,83495,60135,7528,23076,95.7786062517924,8.63550329796387,2014,NA,NA,NA
"370","Cumberland",243762,40.7,243762,217479,169787,34779,31462,89.2177615871219,14.2676052871243,2014,NA,NA,NA
"371","Dauphin",271453,39.8,271453,198849,187787,32339,30482,73.2535650738802,11.9132962243924,2014,97789,2006.48859888947,2611193
"372","Delaware",562960,38.7,562960,399246,378633,78512,31389,70.9190706266875,13.9462839278101,2014,NA,NA,NA
"373","Erie",278443,39.4,278443,242549,187939,33816,24007,87.1090312918623,12.1446759300826,2014,NA,NA,NA
"374","Fayette",134086,44.7,0,0,97486,8976,22022,0,6.69421117790075,2014,178442,1999.99593369558,15980112
"375","Franklin",152892,41.2,152892,142493,104971,11579,26508,93.1984668916621,7.573319728959,2014,NA,NA,NA
"376","Indiana",87706,38.7,87706,82409,56758,8083,21889,93.9605044124689,9.21601714819967,2014,1721678,2004.09677169248,40137626
"377","Lackawanna",212719,42.7,212719,197218,149426,24427,24309,92.7129217418284,11.4832243476135,2014,45717,2001.89810822662,1993262
"378","Lancaster",533320,38.5,533320,468111,355076,59681,29235,87.7730068251706,11.1904672616815,2014,NA,NA,NA
"379","Lawrence",88771,44.9,0,0,63097,7549,24185,0,8.50390330175395,2014,NA,NA,NA
"380","Lebanon",136359,41.8,136359,119918,93096,12520,29536,87.9428567237953,9.18164550928065,2014,NA,NA,NA
"381","Lehigh",357823,39.8,357823,275619,243951,43165,27723,77.0266304849045,12.0632267908994,2014,NA,NA,NA
"382","Luzerne",318829,42.7,318829,286830,226539,31209,24910,89.9635854956732,9.78863277807226,2014,649905,2006.54014366724,17569907
"383","Lycoming",116508,42.1,116508,106037,81168,10836,23585,91.0126343255399,9.30064888248017,2014,56982,2005.74094306558,1731905
"384","Mercer",114884,44.6,114884,104691,80408,11467,22150,91.1275721597437,9.98137251488458,2014,57353,2000.35184198511,1522135
"385","Monroe",166314,42.6,166314,131762,112312,16735,25131,79.2248397609341,10.0622918094688,2014,NA,NA,NA
"386","Montgomery",816857,41.3,816857,655005,571571,148935,37622,80.1860056288922,18.232689442583,2014,80564,2010.24444444444,1812690
"387","Northampton",300654,41.7,300654,259243,207999,36780,29474,86.2263598688193,12.2333313376838,2014,NA,NA,NA
"388","Northumberland",93944,44,0,0,68173,5765,22451,0,6.13663459082006,2014,672176,2004.80819566612,18758158
"389","Philadelphia",1560297,33.8,1560297,664708,1036541,157342,22496,42.6013765328011,10.0841057824248,2014,NA,NA,NA
"390","Schuylkill",145797,44.1,145797,136964,107089,10931,24584,93.9415763012956,7.49741078348663,2014,2392443,2004.25995002268,80374465
"391","Somerset",76218,45.6,76218,72693,56554,5372,22267,95.3751082421475,7.04820383636411,2014,1649211,2004.01647133705,44044269
"392","Washington",208187,44.3,208187,194476,148576,26369,28723,93.4140940596675,12.6660166100669,2014,325288,2000.24139447007,10426900
"393","Westmoreland",359320,46.2,359320,341629,263386,44968,27972,95.0765334520761,12.514750083491,2014,337475,2000.44483438831,12280685
"394","York",440755,41.3,440755,391891,304198,47045,29528,88.9135687626913,10.6737303036835,2014,NA,NA,NA
"395","Adams",102295,43.4,102295,94195,71589,8933,28203,92.0817244244587,8.73258712547045,2015,NA,NA,NA
"396","Allegheny",1230459,41,1230459,990127,885217,202822,30320,80.4681017408951,16.4834423576893,2015,74316,1998.74220226086,3432854
"397","Armstrong",67052,46.1,0,0,49257,5315,24924,0,7.92668376782199,2015,585845,2001.3255563187,31591514
"398","Beaver",168871,44.9,168871,153439,123071,17728,26504,90.8616636367405,10.4979540596076,2015,57866,2001.621837518,1584594
"399","Berks",415271,39.6,415271,347572,280020,44453,27672,83.6976335934847,10.7045760479301,2015,NA,NA,NA
"400","Blair",125593,43.3,125593,119179,89411,12835,24761,94.8930274776461,10.2195186037438,2015,57678,2001.19523514592,595779
"401","Bucks",627367,43.8,627367,551840,444017,103707,37717,87.961273066642,16.5305156312015,2015,NA,NA,NA
"402","Butler",186818,43,186818,179365,131759,28718,31815,96.0105557280348,15.3721804108812,2015,5032,1997.42729691212,6959278
"403","Cambria",136411,45.1,136411,127879,97536,12584,24415,93.7453724406389,9.22506249496008,2015,409744,2003.98430337814,17956284
"404","Carbon",63960,45.6,63960,61555,46695,4394,26787,96.239837398374,6.86991869918699,2015,98150,2014.70892443327,917851
"405","Centre",160580,31.2,160580,140405,96414,22613,25090,87.4361688877818,14.0820774691742,2015,NA,NA,NA
"406","Chester",515939,40.3,515939,442708,349154,107748,40903,85.8062677952239,20.8838641777419,2015,NA,NA,NA
"407","Clearfield",80994,44.4,80994,76816,59088,4864,22259,94.8415932044349,6.00538311479863,2015,1562801,2003.53912402734,59160819
"408","Columbia",66672,40.1,66672,63739,43641,5477,23099,95.6008519318455,8.21484281257499,2015,116207,2001.39014480495,5428751
"409","Crawford",86484,43.3,86484,82369,60053,7526,24212,95.2418944544656,8.70218768789603,2015,NA,NA,NA
"410","Cumberland",246338,41,246338,218722,170778,36473,32780,88.7893869398956,14.8060794518101,2015,NA,NA,NA
"411","Dauphin",272983,40.1,272983,196987,186648,34246,30907,72.1609037925439,12.5451035412462,2015,47324,2006.48859888947,2611193
"412","Delaware",563894,39.4,563894,392395,380278,80140,32426,69.5866599041664,14.2118908872944,2015,NA,NA,NA
"413","Erie",278045,39.4,278045,242365,187773,33029,26004,87.1675448218814,11.8790123900807,2015,NA,NA,NA
"414","Fayette",133628,45,0,0,97672,10203,22109,0,7.63537581943904,2015,241105,1999.99593369558,15980112
"415","Franklin",153638,41.3,153638,142091,106517,13226,30101,92.4842812325076,8.60854736458428,2015,NA,NA,NA
"416","Indiana",86966,39.8,86966,82048,55819,6149,22036,94.344916404112,7.07057930685555,2015,1298250,2004.09677169248,40137626
"417","Lackawanna",211917,43.1,211917,195536,149286,25431,26081,92.2700868736345,12.0004530075454,2015,NA,NA,NA
"418","Lancaster",536624,38.8,536624,474069,358036,58019,29526,88.3428620412058,10.8118533647396,2015,NA,NA,NA
"419","Lawrence",88082,44.6,88082,81824,62917,8411,23056,92.8952566926273,9.54905656093186,2015,NA,NA,NA
"420","Lebanon",137067,41.5,137067,120264,93143,9763,28257,87.7410317581912,7.12279396207694,2015,NA,NA,NA
"421","Lehigh",360685,39.6,360685,284731,245487,42582,29207,78.9417358637038,11.8058693874156,2015,NA,NA,NA
"422","Luzerne",318449,42.8,318449,281103,227086,29931,26705,88.2725334354952,9.39899324538623,2015,700885,2006.54014366724,17569907
"423","Lycoming",116048,41.5,116048,106598,81534,12270,25528,91.8568178684682,10.5732110850682,2015,9786,2005.74094306558,1731905
"424","Mercer",114234,44.5,114234,104725,79896,11917,23394,91.6758583258925,10.4320955232243,2015,29397,2000.35184198511,1522135
"425","Monroe",166397,41.9,166397,126199,113149,19572,25887,75.8421125380866,11.7622312902276,2015,NA,NA,NA
"426","Montgomery",819264,41.2,819264,649239,574533,155712,40224,79.2466164752754,19.0063276306539,2015,80564,2010.24444444444,1812690
"427","Northampton",300813,42.2,300813,259696,208973,37072,29928,86.3313753062534,12.3239354682145,2015,NA,NA,NA
"428","Northumberland",93246,44.5,93246,88658,68186,6174,24558,95.0796817021642,6.62119554726208,2015,551958,2004.80819566612,18758158
"429","Philadelphia",1567442,34.1,1567442,657151,1050747,173106,23688,41.9250600660184,11.0438536162742,2015,NA,NA,NA
"430","Schuylkill",144590,44.2,144590,135259,106305,10814,25414,93.5465799847846,7.47907877446573,2015,2202773,2004.25995002268,80374465
"431","Somerset",75522,45.7,75522,71988,56099,5534,22910,95.3205688408676,7.32766611053733,2015,1273652,2004.01647133705,44044269
"432","Washington",208261,44.2,208261,195323,148540,29348,29296,93.787603055781,14.0919327190401,2015,239178,2000.24139447007,10426900
"433","Westmoreland",357956,46.8,357956,338957,262221,45862,27680,94.6923644246779,12.8121892076121,2015,275758,2000.44483438831,12280685
"434","York",442867,40.9,442867,394840,307046,46559,29667,89.1554349274161,10.5130885796413,2015,NA,NA,NA
"435","Adams",102180,44.2,102180,94434,71649,8730,28464,92.4192601291838,8.54374633000587,2016,NA,NA,NA
"436","Allegheny",1225365,40.6,1225365,982979,883649,219225,31154,80.2192816018084,17.8905877024397,2016,37811,1998.74220226086,3432854
"437","Armstrong",66486,46.5,0,0,49294,5119,25016,0,7.69936527990855,2016,444718,2001.3255563187,31591514
"438","Beaver",167429,44.9,167429,151718,122808,21747,30085,90.6163209479839,12.9887892778431,2016,58600,2001.621837518,1584594
"439","Berks",414812,40.1,414812,343554,280522,45234,29456,82.8216155752485,10.9046989961718,2016,NA,NA,NA
"440","Blair",124650,43.8,124650,119127,89160,11654,25271,95.5691937424789,9.34937825912555,2016,NA,NA,NA
"441","Bucks",626399,43.7,626399,551410,445411,106851,36610,88.0285568782837,17.0579774233356,2016,NA,NA,NA
"442","Butler",186847,43.3,186847,179023,132863,30336,33678,95.8126167398995,16.2357436833345,2016,71429,1997.42729691212,6959278
"443","Cambria",134732,45.1,134732,126107,96044,12968,24922,93.598402755099,9.6250333996378,2016,468164,2003.98430337814,17956284
"444","Carbon",63594,46.2,0,0,47157,5329,29072,0,8.37972135736076,2016,40282,2014.70892443327,917851
"445","Centre",161464,31.7,161464,142112,99337,26310,25482,88.0146658078581,16.2946539166625,2016,NA,NA,NA
"446","Chester",516312,40.3,516312,440376,349419,109120,40405,85.2926137684191,21.1345078169789,2016,NA,NA,NA
"447","Clearfield",80596,44.8,80596,76391,59403,5199,22306,94.782619484838,6.45069234205171,2016,1347857,2003.53912402734,59160819
"448","Columbia",66420,40.6,66420,62704,43741,5973,25729,94.4052996085516,8.99277326106594,2016,98924,2001.39014480495,5428751
"449","Crawford",86257,42.7,86257,82613,59971,7545,25268,95.775415328611,8.74711617607846,2016,NA,NA,NA
"450","Cumberland",248506,40.2,248506,218262,174144,39732,33440,87.8296701085688,15.9883463578344,2016,NA,NA,NA
"451","Dauphin",273707,39.6,273707,193791,189682,38404,32636,70.8023543424173,14.0310624134567,2016,138854,2006.48859888947,2611193
"452","Delaware",563402,39,563402,389846,380990,84121,33813,69.1949975328451,14.9309019137312,2016,NA,NA,NA
"453","Erie",276207,39.2,276207,241733,188454,34587,25588,87.5187812039521,12.5221301415243,2016,NA,NA,NA
"454","Fayette",132733,44.8,132733,122730,97293,11190,22798,92.4638183420852,8.43045813776529,2016,136258,1999.99593369558,15980112
"455","Franklin",153851,41.8,153851,142799,106597,13925,31223,92.8164262825721,9.05096489460582,2016,NA,NA,NA
"456","Indiana",86364,39.7,86364,81885,56494,7167,21266,94.8138113102682,8.29859663748784,2016,1006133,2004.09677169248,40137626
"457","Lackawanna",211321,41.7,211321,193832,149504,25077,25954,91.723964963255,11.8667808689151,2016,NA,NA,NA
